slug,name,symbol,category,tvl,chains
stacker-ventures,Stacker Ventures,STACK,Yield,4805.305634774096,Ethereum
fwx-derivatives,FWX Derivatives,B4FWX,Derivatives,4796.06176801542,Avalanche;Base;Binance
vitcswap,VITCSwap,-,Dexs,4777.542523288058,Vite
dogedollar,DogeDollar,DUSD,Dual-Token Stablecoin,4749.2988171332745,Dogechain
mondrian-swap,Mondrian Swap,MOND,Dexs,4742.283692175324,Abstract
neftyblocks,NeftyBlocks,NEFTY,NFT Marketplace,4732.547487655083,Wax
neby-dex,NEBY DEX,-,Dexs,4722.381090915303,Sapphire
farmix,Farmix,-,Leveraged Farming,4708.597649203125,TON
jackson-protocol,Jackson Protocol,-,Prediction Market,4690.886796638578,Sui
ibcx,IBCX,IBCX,Indexes,4657.69326836836,Osmosis
onering-v1,OneRing V1,RING,Yield,4651.259535287349,Polygon;Fantom
gast,Gast,-,Dexs,4638.9966644317365,Arbitrum
gable-finance,Gable Finance,GAB,Yield,4632.096420293144,Radix
apollon,Apollon,APO,Synthetics,4621.681435465034,Sei
ura-dex,Ura Dex,-,Dexs,4619.544945310883,Terra2
satoshi-dex,Satoshi DEX,SATX,Dexs,4584.2238620798435,Stacks
mellow,Mellow,-,SoFi,4575.5527412019255,Base
elephantdex,Elephantdex,ELEPHANT,Dexs,4562.180985231873,Harmony
elyx-finance,Elyx Finance,-,Indexes,4554.592902692497,Nibiru
seeder-finance,Seeder Finance,LEAF,Yield,4553.945746081974,Binance
rivus-dao,Rivus DAO,RIVUS,Liquid Staking,4538.108922572394,Ethereum
zk-swap,zk-Swap,ZKSP,Dexs,4534.49029466128,zkSync Era
neuronswap,Neuronswap,NR,Dexs,4491.097075527159,Klaytn
sonicswap,SonicSwap,SONIC,Dexs,4463.938917664673,Harmony
robo-advisor-for-yield,Robo-Advisor for Yield,-,Yield,4458.747218383238,Ethereum
sonic-market-orderbook,Sonic Market OrderBook,-,Dexs,4430.900907123669,Sonic
avault,Avault,-,Yield Aggregator,4404.4887196747695,Astar
robo-vault,Robo-Vault,-,Yield,4383.901400786368,Fantom;Avalanche
newdex,NewDex,DEX,Dexs,4381.929778872339,EOS
aethonswap,AethonSwap,AETHON,Dexs,4370.937871327716,Monad
racks,Racks,-,Derivatives,4366.474624634496,Hyperliquid L1
earlyfans,Earlyfans,EARLY,SoFi,4364.819438327179,Blast
ionise,Ionise,-,Lending,4357.775393723402,Zilliqa
edge-protocol,Edge Protocol,-,Lending,4355.100955656045,Terra
plunderswap-v2,PlunderSwap V2,-,Dexs,4352.570451969011,Zilliqa
nft-hive,NFT Hive,-,NFT Marketplace,4346.7942179916245,Wax
archly-v1,Archly V1,ARC,Dexs,4276.96450674334,Arbitrum Nova;Telos;Base;Binance;Polygon;Arbitrum;Optimism;Fantom;Kava
rollie-finance,Rollie Finance,-,Derivatives,4265.256439730652,Scroll
interlay-collateral,Interlay Collateral,INTR,Cross Chain Bridge,4264.91317029871,Interlay
interlay-dex,Interlay Dex,-,Dexs,4255.1788243825695,Interlay
argano,Argano,AGO,Synthetics,4240.445579607366,Polygon
dahlia,Dahlia,-,Lending,4228.7961745142675,Berachain
stars-league,Stars League,-,SoFi,4226.0452695664335,Chiliz
scribe-v4,Scribe V4,-,Dexs,4210.248232024719,Scroll
blasterswap-vaults,Blasterswap Vaults,-,Yield,4197.684512010102,Blast
roll-fun,Roll Fun,-,Launchpad,4183.223611696303,Form Network
catalist-dex,Catalist DEX,CHURU,Dexs,4178.483340937709,Endurance
avalps,Avalps,BLANC,Reserve Currency,4177.8808922766775,Avalanche
subunit,Subunit,-,RWA,4157.973074506214,Base
sharwa.finance,Sharwa.Finance,-,Derivatives,4136.607220004153,Arbitrum
the-grand-banks,The Grand Banks,GRAND,Yield,4127.232508204812,Binance;Polygon;Moonriver
sega-swap,Sega Swap,-,Dexs,4123.313195582968,Solana
elasticswap,ElasticSwap,TIC,Dexs,4107.5128564765855,Ethereum;Avalanche
bossswap,BossSwap,BOSS,Dexs,4104.63442349998,Harmony
tropicalswap,TropicalSwap,-,Dexs,4087.3894469066563,Mantle
sushi-furo,Sushi Furo,-,Payments,4068.106977643197,Ethereum;Arbitrum;Avalanche;Polygon;Binance;xDai;Optimism;Moonbeam;Harmony;Fantom;Moonriver
tealswap-v2,Tealswap V2,-,Dexs,4046.942433090359,Oasys
particle-duo,Particle DUO,PTC,CDP,4044.5841203202376,Blast
lemonswap,LemonSwap,LEMON,Yield,4031.4268168000112,Binance
smolswap,SmolSwap,SMOL,Dexs,4029.94016765013,Cronos
fndz,FNDZ,FNDZ,Dexs,4027.1332009096022,Binance
omnidrome,Omnidrome,OMNI,Dexs,4023.4845984086496,ZetaChain
tcv-platform,TCV Platform,-,Liquidity manager,4022.8046743776,Arbitrum
sparkdex-v2,SparkDEX V2,SPRK,Dexs,4014.549413374031,Flare
predx-ai,PredX Ai,-,Prediction Market,3991.226153401045,Base;Bitlayer;zkLink;Binance;Linea;Mantle;Sei
zenolend,ZenoLend,-,Lending,3967.63182870086,ApeChain;Hemi;Unichain;Soneium;Story
algodex,Algodex,ALGX,Dexs,3955.218021799081,Algorand
deeppdao,DeeppDAO,DEEPP,Prediction Market,3952.4109814428152,Arbitrum
sobax,SOBAX,SBX,Derivatives,3939.086110825193,Polygon;ZetaChain
excalibur,Excalibur,EXC,Dexs,3903.588920012091,Fantom
ethereum-classic-stable-dollar,Ethereum Classic Stable Dollar,-,Dual-Token Stablecoin,3875.4675362489024,EthereumClassic
zenith,Zenith,ZTH,Leveraged Farming,3875.3340875975746,Ethereum
virtuswap,VirtuSwap,VRSW,Dexs,3860.9965243913703,Polygon;Arbitrum
eternal-finance,Eternal Finance,ETERN,Yield,3845.6049479512744,Aptos
quantumx-network,QuantumX Network,-,Services,3821.33826173312,Elrond
clober-v1,Clober V1,-,Dexs,3807.7244898170206,Arbitrum;Polygon zkEVM;Polygon;Ethereum
sweetswap,SweetSwap,Sweets,Dexs,3798.6534763950494,Dogechain
astaria-v1,Astaria V1,-,NFT Lending,3785.540641557349,Ethereum
y2k-v2,Y2K V2,Y2K,Derivatives,3783.080561326893,Arbitrum
swapline-v2,Swapline V2,-,Dexs,3758.0613260250248,Base
versa-finance,Versa Finance,VERSA,Dexs,3756.395513302914,Astar
annex,Annex,ANN,Lending,3714.0932913035704,Cronos;Binance;Kava
nftperp,nftperp,-,NftFi,3671.7050753121384,Blast;Arbitrum
logx-v1,LogX V1,LOGX,Derivatives,3656.4334858493758,zkLink;Telos;Manta;Mode;Linea;Mantle;Fuse;Kroma
cropper-clmm,Cropper CLMM,CRP,Dexs,3622.228742862295,Solana
magma-finance-almm,Magma Finance ALMM,-,Dexs,3609.078333632058,Sui
metavisor,Metavisor,-,Liquidity manager,3584.9734376426363,Ethereum;Binance;Polygon;Optimism;Arbitrum
kalata,Kalata,KALA,Synthetics,3554.255140804894,Binance
zkevmswap,zkEVMSwap,-,Dexs,3542.762424979567,Polygon zkEVM
rawr-trade,Rawr Trade,Nova,Dexs,3496.558784708728,Blast
chromatic-protocol,Chromatic Protocol,-,Derivatives,3442.8072049881766,Arbitrum
polyroll,Polyroll,ROLL,Yield,3438.95824494023,Polygon
subzero-zswap,Subzero ZSwap,-,Dexs,3421.6931251071346,Avalanche
polydex,Polydex,PLX,Dexs,3415.476926714329,Polygon
shibshift,ShibShift,PulseShib,Dexs,3414.188430602174,Pulse
soulswap,SoulSwap,SOUL,Dexs,3402.261414549711,Fantom;Avalanche
cryptoyieldfocus,CryptoYieldFocus,CYF,Farm,3377.7539347178354,Avalanche
ajira-pay-finance-v2,Ajira Pay Finance V2,AJP,Payments,3372.08499689714,Linea
cashcow-protocol,CashCow Protocol,MILK,Yield,3356.32513862816,Binance
river4fun,River4Fun,River Pts,Farm,3330.033910688506,Binance
zero-g-finance,Zero-G Finance,-,Liquid Restaking,3322.793967420922,Ethereum;Arbitrum;Base;Optimism
gplx,GPLX,GPLX,Derivatives,3317.1682260458347,Pulse
ciento-exchange,Ciento Exchange,-,Dexs,3303.8684577847425,Planq
1beam,1Beam,1BEAM,Dexs,3303.7574681172773,Moonbeam
memeswap,Memeswap,-,Dexs,3302.385607025326,Berachain
pinkpea-finance,PinkPea Finance,PEA,Yield Aggregator,3300.2909328153783,Aurora
polyquail,Polyquail,CHK,Yield,3259.7342821753323,Polygon
soy-finance,Soy Finance,SOY,Dexs,3256.2559513591355,Callisto;EthereumClassic;Bittorrent;Binance
akronswap,Akronswap,-,Dexs,3222.461696493044,Arbitrum;Ethereum;Base;Binance
neutra-finance,Neutra Finance,NEU,Yield,3219.720216594576,Arbitrum
fmoney,fMoney,fBUX,Lending,3213.570111708119,Sonic;Fantom
vaultlayer,VaultLayer,-,Liquid Staking,3204.3204231572763,Binance;Base;Ethereum;Arbitrum;Optimism;CORE;Avalanche;Polygon;Bitcoin
satori-spots,Satori Spots,-,Dexs,3191.2969843431356,Linea;Base;X Layer
megalon,Megalon,-,Dexs,3191.116724831115,zkSync Era
swapline-v1,Swapline V1,-,Dexs,3179.076648804328,ShimmerEVM;Optimism;Fantom;Base;Arbitrum;Polygon zkEVM
tenderswap,TenderSwap,-,Dexs,3178.554078036927,Arbitrum;Ethereum
pinot-v3,Pinot V3,-,Dexs,3175.0676138070585,Monad
vii-finance,VII Finance,-,Leveraged Farming,3170.958146358904,Unichain
3xcalibur,3xcalibur,XCAL,Dexs,3156.807903920414,Arbitrum
sonicxswap,Sonicxswap,-,Dexs,3150.6352109120785,Sonic
daikodex,DaikoDEX,-,Dexs,3125.2509549702445,Taiko
run-money,Run Money,-,Yield Lottery,3113.183182241495,Base
lsdx-farm,LSDx Farm,LSD,Farm,3111.925726676986,Ethereum
copump,Copump,-,Launchpad,3100.3604445424057,Soneium;Morph;Linea;Taiko;Sophon;CORE;Celo;Scroll;Sonic
baker-guild,Baker Guild,BREAD,Yield,3099.3643590069933,Fantom
scoreplay.xyz,ScorePlay.xyz,-,Prediction Market,3091.910977225618,Sophon;Base
neptunex,Neptunex,NPTX,Dexs,3088.69841021575,Blast
kronosdao,KronosDAO,KRONOS,Reserve Currency,3084.5338574350626,Binance
gambit-trade,Gambit Trade,-,Derivatives,3082.1272788684787,zkSync Era;Arbitrum
unamano,Unamano,WHYPAD,Yield,3073.8272920816416,Ethereum
vaquita-protocol,Vaquita Protocol,-,Yield Aggregator,3068.2459042505866,Base
goldlink,GoldLink,-,Leveraged Farming,3030.8209188782557,Arbitrum;Avalanche
pinyottas,Pinyottas,-,NFT Marketplace,3030.2025542275683,Ethereum
uwu-protocol,UWU Protocol,-,CDP,3028.808872849884,Stacks
ocelex-v1,Ocelex V1,-,Dexs,3021.164684674599,Zircuit
superman-swap,Superman Swap,SUPERMAN,Yield Aggregator,3019.0984166294916,Binance
oh-finance,Oh Finance,OH,Yield,3017.6869961451566,Avalanche;Moonriver;Ethereum;Metis
wen-markets,wen markets,-,Launchpad,3009.03855493656,Polygon
athena-finance,Athena Finance,ATH,Yield,3007.2226761941715,Metis
dehive,DeHive,DHV,Indexes,3000.5199376259097,Polygon;Binance;xDai;Ethereum
pika-v4,Pika V4,PIKA,Derivatives,2999.8231361316675,Optimism
u235,U235,-,Lending,2997.2844112875887,Scroll
surge,Surge,-,Lending,2990.510194569928,Arbitrum
jibswap,JIBSWAP,-,Dexs,2987.209339359703,JBC
degen-haus,Degen Haus,DOPE,Dexs,2985.128195182919,Fantom
goosefx-v2,GooseFX V2,GOFX,Dexs,2984.6126200835024,Solana
vine-money,Vine Money,-,CDP,2979.939668702289,Sapphire
ponyswap,PonySwap,PNS V2,Dexs,2969.6117129337563,Arbitrum
smbswap-v2,SMBSwap V2,SELF,Dexs,2965.396539447342,Binance
bencufi,BencuFi,-,Lending,2962.5077185277987,Metis
catsluck,CatsLuck,CLK,Prediction Market,2962.048362760805,smartBCH
bbqswap,BBQSwap,BBQ,Dexs,2929.1674665482674,Ham
microswap,MicroSwap,-,Yield,2912.5942428666517,Cronos zkEVM
atlantis-loans,Atlantis Loans,ATL,Lending,2902.3083267515694,Avalanche;Dogechain;Binance;Polygon
zebra-protocol,Zebra Protocol,-,CDP,2902.2916365751635,ZetaChain
mm-stableswap,MM Stableswap,-,Dexs,2900.0325475469062,Cronos
tangible-ustb,Tangible USTB,TNGBL,RWA,2899.7940312513338,Ethereum
tropykus-zkevm,Tropykus zkEVM,-,Lending,2893.85786701705,Polygon zkEVM
stratum-exchange,Stratum Exchange,STRAT,Dexs,2887.7624670734513,Mantle
zigzag,ZigZag,ZZ,Dexs,2884.600643913764,Arbitrum;zkSync
safeswap,SafeSwap,SSGTX,Dexs,2878.128844459843,Ethereum;Polygon
mirage-protocol,Mirage Protocol,-,Derivatives,2877.1899895045676,Aptos
univoucher,UniVoucher,-,Payments,2868.304079165385,Base;Ethereum;Polygon;Binance;Optimism;Arbitrum;Avalanche
waterfall-dex,Waterfall DEX,WTFX,Dexs,2829.765526089141,Arbitrum
cryptoswap,CryptoSwap,CST,Dexs,2826.134607597239,Binance
aerostrategy,Aerostrategy,AEROSTRAT,ve-Incentive Automator,2817.99379363517,Base
nftb,NFTb,NFTB,Yield,2812.0974113597426,Binance
the-seed-farm,The Seed Farm,SEED,Yield,2810.1656054530863,Avalanche
sonic-market-liquidity-vault,Sonic Market Liquidity Vault,-,Dexs,2808.5431299224038,Sonic
panoptic-v1.1,Panoptic V1.1,-,Options,2775.807324612544,Base;Unichain;Ethereum
saru,Saru,-,Dexs,2759.6631028525658,ApeChain
wax.fun,WAX.FUN,-,Launchpad,2752.87559461622,Wax
zappy,Zappy,ZAP,Dexs,2741.9129770214904,Telos
perlin,Perlin,PERL,Dexs,2740.8946430861633,Ethereum
leonicornswap,LeonicornSwap,LEON,Dexs,2736.0702445913903,Binance
x3x,X3X,-,Prediction Market,2718.8288847009053,World Chain
chirpfinance,ChirpFinance,CHIRP,Farm,2710.7707356384876,Pulse
fairyswap-v2,FairySwap V2,FAY,Dexs,2710.2417833544205,Findora
archly-v2,Archly V2,ARC,Dexs,2705.8477114107936,Telos;Arbitrum;Base;Optimism;Kava;Arbitrum Nova;Zora;Binance;Avalanche;Cronos;Fantom;Polygon;Neon;zkSync Era;Fraxtal;Sonic;Ethereum;Mode;Metis;Filecoin;Blast;Mantle
bitcointry,Bitcointry,BTTY,CEX,2698.1217999560645,Ethereum;Binance;Avalanche;Optimism;Polygon;Arbitrum;Base
cadabra-finance,Cadabra Finance,ABRA,Yield Aggregator,2691.237405654154,Binance;Arbitrum;Sonic
hover,Hover,HOV,Lending,2688.2126004873135,Kava
seedfi-perp,SeedFi Perp,-,Derivatives,2685.216615129437,Superseed
fuji-v2,Fuji V2,-,Lending,2683.2635350531114,xDai;Arbitrum;Ethereum;Polygon;Optimism
predy-v3,Predy V3,-,Derivatives,2682.0364222375415,Arbitrum
corgiswap,CorgiSwap,CORIS,Dexs,2652.1492922465354,Binance
valoro,Valoro,-,Indexes,2646.5486772776303,Elrond
ancora-finance,Ancora Finance,ACR,Dexs,2636.027144884199,Linea
marginal,Marginal,-,Leveraged Farming,2628.5841886599296,Ethereum;Base
swapmode-v3,SwapMode V3,SMD,Dexs,2612.2676306399435,Mode
intswap,Intswap,-,NFT Marketplace,2612.2141043127463,zkSync Era
dolphinswap,DolphinSwap,DOP,Dexs,2609.004939011932,EOS
fruits-of-ryoshi,Fruits of Ryoshi,NONI,Farm,2600.4842249075205,Dogechain
obric,Obric,-,Dexs,2590.8828868458104,Aptos
radial,Radial,RDL,Yield,2586.0255536511513,Fantom
drawtech,Drawtech,-,SoFi,2583.691874257331,Base
ouroboros-capital,Ouroboros Capital,-,Risk Curators,2580.8912925564755,Ethereum
ton-pump,TON Pump,-,Telegram Bot,2579.5539720265197,TON
alien-base-stableswap,Alien Base StableSwap,ALB,Dexs,2573.923789394661,Base
perfect-pool,Perfect Pool,-,Prediction Market,2562.6322932975427,Base;Hyperliquid L1
money-mates,Money Mates,-,SoFi,2555.4188877669585,zkSync Era
beamswap-v3,BeamSwap V3,GLINT,Dexs,2544.8058421924798,Moonbeam
blizzard,Blizzard,BLIZZ,Yield,2535.9890248214997,Avalanche
vaultedge,Vaultedge,-,CDP,2513.1210380547045,Plasma
lazyotter-finance,LazyOtter Finance,-,Yield Aggregator,2512.572159066831,Scroll
lending-pond,Lending Pond,-,Lending,2508.684193059953,Cardano
behodler,Behodler,EYE,Dexs,2508.4687285904192,Ethereum
dtx-dex-v3,DTX Dex V3,-,Dexs,2504.2890774810003,Taiko
chocodoge,Chocodoge,USCD,Algo-Stables,2503.4291748263536,Dogechain
punk.coffee,Punk.Coffee,-,Prediction Market,2474.477643236146,Binance
hypercat,HyperCat,-,Dexs,2469.1467726725114,Hyperliquid L1
quickswap-lend,Quickswap Lend,QUICK,Lending,2458.746209317704,Polygon
mantra-protocol,Mantra Protocol,-,NFT Lending,2445.135408841056,smartBCH;Shibarium;Dogechain;Cronos
mm-finance-arbitrum,MM Finance Arbitrum,MMF,Dexs,2439.8703589607085,Arbitrum
r-planet,R-Planet,-,Gaming,2427.484982776499,Wax
syrup-finance,Syrup Finance,SRX,Derivatives,2420.979963483486,Binance
ammos-finance,Ammos Finance,-,Dexs,2414.461334553242,Mantle
arenaswap,ArenaSwap,ARENA,Dexs,2412.1062747856513,Binance
physica-finance,Physica Finance,-,Dexs,2406.174552344141,Planq
scanto,sCANTO,-,Liquid Staking,2393.444253995666,Canto
firedao,FireDAO,-,Yield,2390.845717056301,Ethereum
2pi-network,2Pi Network,-,Yield,2390.645429893856,Optimism;Polygon;Binance;Avalanche
vmex-finance,VMEX Finance,VMEX,Lending,2383.3088355075465,Optimism;Base
unknown,Unknown,UNKWN,Yield,2345.3879346389303,Binance
cygnusdao,CygnusDAO,CYG,Lending,2340.8839177356826,Polygon zkEVM;Polygon;Arbitrum
bscstation,BSCStation,BSCS,Dexs,2339.950310862549,Binance
moneyrain-finance,Moneyrain Finance,MONEYRAIN,Yield,2339.7030282181063,Fantom
soluna,Soluna,SLNA,Yield,2330.3151990362558,Terra
memeta,Memeta,-,Launchpad,2329.3930178791206,Manta
pheasantswap,PheasantSwap,-,Dexs,2327.093768378018,ENULS
lowcostswap,LowcostSwap,LOWCOST,Yield,2317.112456059302,Binance
henjin-dex,Henjin DEX,-,Dexs,2315.3883984374415,Taiko;Base
gravity,Gravity,-,Liquid Staking,2314.721717851028,TAC
glacier-exchange-v3,Glacier Exchange V3,GLCR,Dexs,2304.6737831058526,Avalanche
yfx-v4,YFX V4,YFX,Derivatives,2298.0794533812314,Arbitrum;Base
limitless,Limitless,-,Derivatives,2286.3871439583672,Arbitrum;Base;Linea
monoswap-v2,MonoSwap V2,-,Dexs,2284.9969769373606,Blast
optinyan,OptiNyan,NYAN,Yield,2282.5732179109214,Optimism
animal-farm-v1,Animal Farm V1,PIGS,Farm,2275.9005838797566,Binance
q-infinity,Q Infinity,-,Farm,2249.2738594947295,Q Protocol
mantadex,MantaDEX,-,Dexs,2243.2457498016,Manta Atlantic
phenix-dex,Phenix DEX,PHNX,Dexs,2238.395303459809,Cronos;Polygon
swap.io-clmm,Swap.io CLMM,-,Dexs,2235.8902711903943,Solana
basex-finance,BaseX Finance,-,Dexs,2235.6634477591547,Base
funbeast,FunBeast,BEAST,Dexs,2232.4819235176765,Astar
iswap-tech,iSwap Tech,-,Dexs,2224.786876486203,Bitlayer
voodoo-trade-base,Voodoo Trade Base,VMX,Derivatives,2197.142360139358,Base
z-protocol-dex,Z Protocol DEX,ZP,Dexs,2194.122337963836,Scroll
retrodefi,RetroDefi,RCUBE,Yield,2188.1259578066997,Binance;Polygon
deltatheta,DeltaTheta,DLTA,Options,2181.9855400468387,Binance;Polygon
liquify-protocol,Liquify Protocol,-,Dexs,2180.922885624295,Radix
tonstable,TonStable,-,CDP,2178.513979360137,TON
accumulator,Accumulator,-,Yield Aggregator,2165.0761195816435,ShimmerEVM
meowswap,Meowswap,MEOW,Yield,2160.61561171316,Binance
c14,C14,-,Lending,2143.9692164987464,Astar zkEVM
pop-town,Pop Town,POP!,Yield,2138.7732098579654,Ethereum
clayswap,ClaySwap,CLAY,Farm,2103.1896586218495,Binance
dirac-finance,Dirac Finance,-,Options Vault,2084.0131689550967,Polygon zkEVM
clamm,CLAMM,-,Dexs,2071.4176198630366,Base
stip-flip,Stip Flip,-,Synthetics,2059.1682441709304,EthereumClassic
octoswap-classic,OctoSwap Classic,-,Dexs,2055.0680018981657,Monad
eazyswap,EazySwap,EAZY,Dexs,2047.5916459757152,Pulse
spiritdao,SpiritDAO,GHOST,Reserve Currency,2031.9466124973599,Avalanche
wink,WINK,WINK,Farm,2026.6009477930095,Polygon
becoswap,BecoSwap,BECO,Dexs,2008.5563151189333,Kardia
common,Common,-,Privacy,2006.8324663569663,Arbitrum;Aleph Zero EVM
whaleswap,WhaleSwap,POD,Dexs,1987.022403406768,Binance;Avalanche;Polygon;Arbitrum;Optimism;Fantom;Kava
loxodrome-perp,Loxodrome Perp,-,Derivatives,1960.0861477112946,IoTeX
dough-finance,Dough Finance,-,Lending,1956.718899114055,Ethereum
injera,Injera,-,CDP,1951.2585017687074,Injective
hiveswap-v2,HiveSwap V2,-,Dexs,1944.193105564534,Map
kimochi,Kimochi,KIMOCHI,Services,1940.4837392261388,Binance
swft,SWFT,-,Bridge,1933.6941456081152,Ethereum;Binance;Polygon;Kava;OKExChain;Fantom;Heco
wind-swap,Wind Swap,-,Dexs,1929.5098319090005,Sei
oni-exchange,Oni Exchange,ONI,Dexs,1926.8589543647424,Binance
citrex-markets,Citrex Markets,-,Derivatives,1908.4377750464232,Sei
fizzswap-v2,Fizzswap V2,-,Dexs,1904.6036950799064,Silicon zkEVM
pegasus-finance,Pegasus Finance,PEGA,Derivatives,1904.4840774406343,Optimism
rabbitx,RabbitX,RBX,Derivatives,1901.2178213136822,Ethereum;Blast;Sonic;Arbitrum;Base
mantaswap,MantaSwap,MTS,Dexs,1899.0139779326998,Manta
squadswap-v3,SquadSwap V3,SQUAD,Dexs,1890.074873513696,Binance;Base;Blast;Arbitrum;Optimism;Polygon
pulsar-money,Pulsar Money,-,Payments,1876.1849380127087,Elrond
hotfriescoin,Hotfriescoin,HFC,Reserve Currency,1874.40543699346,Binance
asteroneo,Asteroneo,-,Dexs,1860.0883465112775,Neo X Mainnet
based-farm,Based Farm,BASED,Algo-Stables,1855.1906306831283,Base
moai-v3,Moai V3,-,Dexs,1847.5712210433687,XRPL EVM
ilend-v1,iLend V1,-,Lending,1839.1233708696907,Injective
zyberswap-stableswap,ZyberSwap Stableswap,ZYB,Dexs,1837.5458569509697,Arbitrum
poison-finance,POISON FINANCE,POI$ON,Synthetics,1837.058301418398,Arbitrum;Binance
dradex,Dradex,-,Dexs,1831.9730302793107,Solana
holdr,Holdr,HLDR,Dexs,1820.7290813552313,Aurora
duckgang,DuckGang,-,Farm,1820.346784411556,Sei
z3z,Z3Z,-,Gaming,1807.9658637232653,World Chain
spinaqdex,SpinaqDex,SPINAQ,Dexs,1806.865302432513,Arbitrum
kuraswap-cl,KuraSwap CL,KURA,Dexs,1794.2255610083716,Sei
synthetix-v1+v2,Synthetix v1+v2,SNX,Synthetics,1789.2176490690797,Optimism;Ethereum
spacedex,SpaceDex,FLN,Derivatives,1753.801606774458,Binance;Arbitrum
comfyswap,ComfySwap,-,Dexs,1751.783438044187,Op_Bnb;Shibarium
phission-finance,Phission Finance,PHI,Derivatives,1744.7627149791856,Ethereum
archimedes-finance,Archimedes Finance,ARCH,Leveraged Farming,1739.3757064844556,Ethereum
forlend,forlend,FLD,Lending,1737.7839832540385,Findora
purpsexchange,PurpsExchange,-,Dexs,1735.8054545981781,Monad
casinocronos,casinocronos,casino,Dexs,1731.6804122530125,Cronos
cronos-bet,Cronos Bet,CBET,Luck Games,1730.1850243128163,Cronos
trustswap,TrustSwap,SWAP,Token Locker,1723.4620386881163,Ethereum
modeswap,ModeSwap,MODE,Dexs,1720.9187728376478,Mode
adao,ADAO,ibASTR,Yield,1717.3624255024824,Astar
papyrus-swap,Papyrus Swap,PAPYRUS,Dexs,1714.396720524786,Scroll
flame-defi,Flame DeFi,FLAME,Yield,1710.2219409951315,Tezos
meme-cooking,Meme Cooking,-,Launchpad,1703.6797860809236,Near
farm-hero,Farm Hero,HERO,Gaming,1691.8024556522982,Binance;OKExChain;Polygon
mintswap,MintSwap,MINT,Farm,1690.324164812674,Avalanche
printyfinance,printyfinance,-,Dexs,1681.9609318816254,Avalanche
bit-reserve,Bit Reserve,-,Yield Aggregator,1676.7181073036563,CORE;Sonic
artcpaclub,ArtCPAClub,CPA-97530,NFT Marketplace,1674.9933262093439,Elrond
infinitorr,InfiniTORR,TORR,Dexs,1673.2779009086935,Bittorrent
narwhal-finance,Narwhal Finance,NAR,Derivatives,1657.4349574863581,Monad;Arbitrum;Binance
arctic,Arctic,ARC,Dexs,1653.696468768192,Aurora
emberswap,EmberSwap,EMBER,Dexs,1651.8941823912292,smartBCH
crouton-finance,Crouton Finance,-,Dexs,1648.541724234,TON
tendieswap,TendieSwap,TENDIE,Dexs,1647.638642494905,Binance
r3r,R3R,-,Prediction Market,1638.463669879377,World Chain
tangleswap,TangleSwap,VOID,Dexs,1635.6766743450858,ShimmerEVM;Milkomeda
volcano,Volcano,-,Farm,1629.8522355241328,Blast
cronofi-finance,Cronofi Finance,CRONO,Yield,1614.5758561933617,Cronos
pyeswap,PYEswap,PYE,Dexs,1609.6781418432274,Binance
scion-finance,Scion Finance,-,Yield Aggregator,1596.548509505268,Moonriver;Fantom
swapblast,SwapBlast,SBF,Dexs,1596.402402717508,Blast
capy-finance,Capy Finance,-,Farm,1592.4871650829512,BSquared
honkswap,HonkSwap,HONK,Dexs,1588.6014769641492,smartBCH
onyxdao,OnyxDAO,ONYX,Farm,1584.7222502831573,Arbitrum
nlx-protocol,NLX Protocol,-,Derivatives,1583.4359711643635,CORE
